date,product,unit,weight_dinar,pg_sell,pg_buy
2024-11-06T00:00:00Z,gap,gram,NA,NA,0
2024-11-06T00:00:00Z,gap,gram,NA,1,0
2024-11-06T00:00:00Z,gold_bar,gram,10,4106,3736
2024-11-06T00:00:00Z,gold_bar,gram,20,8193,7537
2024-11-06T00:00:00Z,gold_bar,gram,50,20387,18858
2024-11-06T00:00:00Z,gold_bar,gram,100,40584,37743
2024-11-06T00:00:00Z,gold_bar,gram,250,101130,95062
2024-11-06T00:00:00Z,gold_bar,gram,1000,404518,380247
2024-11-06T00:00:00Z,gold_wafer_24k,dinar,1,1745,1588
2024-11-06T00:00:00Z,gold_wafer_24k,dinar,5,8725,8027
2024-11-06T00:00:00Z,gold_wafer_24k,dinar,10,17449,16141
2024-11-06T00:00:00Z,small_bar,gram,342,NA,0
2024-11-06T00:00:00Z,small_bar,gram,NA,NA,0
2024-11-06T00:00:00Z,small_bar,gram,1,1574,0
2024-11-06T00:00:00Z,small_bar,gram,1417,NA,0
2024-11-06T00:00:00Z,bungamas,gram,250,1,470
2024-11-06T00:00:00Z,bungamas,gram,1,500,1
2024-11-06T00:00:00Z,bungamas,gram,980,5,2200
2024-11-06T00:00:00Z,bungamas,gram,NA,NA,999
2024-11-06T00:00:00Z,flexibar,gram,417,379,NA
2024-11-06T00:00:00Z,gold_wafer_22k,dinar,NA,100,NA
2024-11-06T00:00:00Z,gold_jewel,gram,100,0,NA
