date,product,unit,weight_dinar,pg_sell,pg_buy
2024-03-14T00:00:00Z,gap,gram,NA,NA,0
2024-03-14T00:00:00Z,gap,gram,NA,1,0
2024-03-14T00:00:00Z,gold_bar,gram,10,3540,3222
2024-03-14T00:00:00Z,gold_bar,gram,20,7064,6499
2024-03-14T00:00:00Z,gold_bar,gram,50,17579,16261
2024-03-14T00:00:00Z,gold_bar,gram,100,34995,32546
2024-03-14T00:00:00Z,gold_bar,gram,250,87203,81971
2024-03-14T00:00:00Z,gold_bar,gram,1000,348812,327883
2024-03-14T00:00:00Z,gold_wafer_24k,dinar,1,1505,1369
2024-03-14T00:00:00Z,gold_wafer_24k,dinar,5,7523,6921
2024-03-14T00:00:00Z,gold_wafer_24k,dinar,10,15046,13918
2024-03-14T00:00:00Z,small_bar,gram,16519,NA,0
2024-03-14T00:00:00Z,small_bar,gram,NA,999,0
2024-03-14T00:00:00Z,small_bar,gram,317,916,0
2024-03-14T00:00:00Z,small_bar,gram,290,NA,0
2024-03-14T00:00:00Z,bungamas,gram,220,1,405
2024-03-14T00:00:00Z,bungamas,gram,1,435,1
2024-03-14T00:00:00Z,bungamas,gram,840,5,1875
2024-03-14T00:00:00Z,bungamas,gram,NA,NA,NA
2024-03-14T00:00:00Z,flexibar,gram,1357,1222,NA
2024-03-14T00:00:00Z,gold_wafer_22k,dinar,NA,100,NA
2024-03-14T00:00:00Z,gold_jewel,gram,100,0,NA
