date,product,unit,weight_dinar,pg_sell,pg_buy
NA,gap,gram,NA,NA,0
NA,gap,gram,NA,1,0
NA,gold_bar,gram,10,3790,3449
NA,gold_bar,gram,20,7562,6957
NA,gold_bar,gram,50,18817,17406
NA,gold_bar,gram,100,37460,34838
NA,gold_bar,gram,250,93345,87744
NA,gold_bar,gram,1000,373379,350976
NA,gold_wafer_24k,dinar,1,1611,1466
NA,gold_wafer_24k,dinar,5,8053,7409
NA,gold_wafer_24k,dinar,10,16106,14898
NA,small_bar,gram,312,NA,0
NA,small_bar,gram,NA,NA,0
NA,small_bar,gram,1,1453,0
NA,small_bar,gram,1308,NA,0
NA,bungamas,gram,230,1,430
NA,bungamas,gram,1,460,1
NA,bungamas,gram,895,5,2000
NA,bungamas,gram,NA,NA,999
NA,flexibar,gram,379,344,NA
NA,gold_wafer_22k,dinar,NA,100,NA
NA,gold_jewel,gram,100,0,NA
