date,product,unit,weight_dinar,pg_sell,pg_buy
2025-01-02T00:00:00Z,gap,gram,NA,NA,0
2025-01-02T00:00:00Z,gap,gram,NA,1,0
2025-01-02T00:00:00Z,gold_bar,gram,10,4126,3754
2025-01-02T00:00:00Z,gold_bar,gram,20,8232,7574
2025-01-02T00:00:00Z,gold_bar,gram,50,20486,18949
2025-01-02T00:00:00Z,gold_bar,gram,100,40781,37927
2025-01-02T00:00:00Z,gold_bar,gram,250,101621,95524
2025-01-02T00:00:00Z,gold_bar,gram,1000,406484,382095
2025-01-02T00:00:00Z,gold_wafer_24k,dinar,1,1753,1596
2025-01-02T00:00:00Z,gold_wafer_24k,dinar,5,8767,8066
2025-01-02T00:00:00Z,gold_wafer_24k,dinar,10,17534,16219
2025-01-02T00:00:00Z,small_bar,gram,338,NA,0
2025-01-02T00:00:00Z,small_bar,gram,NA,NA,0
2025-01-02T00:00:00Z,small_bar,gram,1,1582,0
2025-01-02T00:00:00Z,small_bar,gram,1424,NA,0
2025-01-02T00:00:00Z,bungamas,gram,245,1,460
2025-01-02T00:00:00Z,bungamas,gram,1,490,1
2025-01-02T00:00:00Z,bungamas,gram,960,5,2150
2025-01-02T00:00:00Z,bungamas,gram,NA,NA,999
2025-01-02T00:00:00Z,flexibar,gram,410,373,NA
2025-01-02T00:00:00Z,gold_wafer_22k,dinar,NA,100,NA
2025-01-02T00:00:00Z,gold_jewel,gram,100,0,NA
