date,product,unit,weight_dinar,pg_sell,pg_buy
NA,gap,gram,1,620,0
NA,gap,gram,NA,NA,0
NA,gold_bar,gram,30601,28306,100
NA,gold_bar,gram,60916,56652,250
NA,gold_bar,gram,151791,142683,1000
NA,gold_bar,gram,607164,570734,NA
NA,gold_bar,gram,NA,NA,1
NA,gold_bar,gram,2619,2384,5
NA,gold_wafer_24k,dinar,NA,NA,5
NA,gold_wafer_24k,dinar,3087,2809,10
NA,gold_wafer_24k,dinar,6174,5619,20
NA,small_bar,gram,10,26192,0
NA,small_bar,gram,24228,999,0
NA,small_bar,dinar,0.25,564,0
NA,small_bar,dinar,0.5,589,0
NA,small_bar,gram,512,NA,0
NA,gold_wafer_22k,dinar,1,670,1
NA,jewellary_24k,gram,NA,100,NA
