date,product,unit,weight_dinar,pg_sell,pg_buy
2026-07-23T00:00:00Z,gap,gram,1,581,0
2026-07-23T00:00:00Z,gap,gram,NA,NA,0
2026-07-23T00:00:00Z,gold_bar,gram,28649,26500,100
2026-07-23T00:00:00Z,gold_bar,gram,57032,53039,250
2026-07-23T00:00:00Z,gold_bar,gram,142114,133587,1000
2026-07-23T00:00:00Z,gold_bar,gram,568455,534347,NA
2026-07-23T00:00:00Z,gold_bar,gram,NA,NA,1
2026-07-23T00:00:00Z,gold_bar,gram,2452,2231,5
2026-07-23T00:00:00Z,gold_wafer_24k,dinar,NA,NA,5
2026-07-23T00:00:00Z,gold_wafer_24k,dinar,2890,2630,10
2026-07-23T00:00:00Z,gold_wafer_24k,dinar,5780,5260,20
2026-07-23T00:00:00Z,small_bar,gram,10,24521,0
2026-07-23T00:00:00Z,small_bar,gram,22682,999,0
2026-07-23T00:00:00Z,small_bar,dinar,0.25,528,0
2026-07-23T00:00:00Z,small_bar,dinar,0.5,552,0
2026-07-23T00:00:00Z,small_bar,gram,480,NA,0
2026-07-23T00:00:00Z,gold_wafer_22k,dinar,1,635,1
2026-07-23T00:00:00Z,jewellary_24k,gram,NA,100,NA
