date,product,unit,weight_dinar,pg_sell,pg_buy
2026-03-25T00:00:00Z,gap,gram,1,634,0
2026-03-25T00:00:00Z,gap,gram,NA,NA,0
2026-03-25T00:00:00Z,gold_bar,gram,31363,29011,100
2026-03-25T00:00:00Z,gold_bar,gram,62436,58065,250
2026-03-25T00:00:00Z,gold_bar,gram,155579,146245,1000
2026-03-25T00:00:00Z,gold_bar,gram,622318,584978,NA
2026-03-25T00:00:00Z,gold_bar,gram,NA,NA,1
2026-03-25T00:00:00Z,gold_bar,gram,2684,2443,5
2026-03-25T00:00:00Z,gold_wafer_24k,dinar,NA,NA,5
2026-03-25T00:00:00Z,gold_wafer_24k,dinar,3164,2879,10
2026-03-25T00:00:00Z,gold_wafer_24k,dinar,6328,5758,20
2026-03-25T00:00:00Z,small_bar,gram,10,26844,0
2026-03-25T00:00:00Z,small_bar,gram,24831,999,0
2026-03-25T00:00:00Z,small_bar,dinar,0.25,576,0
2026-03-25T00:00:00Z,small_bar,dinar,0.5,603,0
2026-03-25T00:00:00Z,small_bar,gram,524,NA,0
2026-03-25T00:00:00Z,gold_wafer_22k,dinar,1,685,1
2026-03-25T00:00:00Z,jewellary_24k,gram,NA,100,100
