date,product,unit,weight_dinar,pg_sell,pg_buy
2023-06-12T00:00:00Z,gap,gram,NA,NA,0
2023-06-12T00:00:00Z,gap,gram,NA,1,0
2023-06-12T00:00:00Z,gold_bar,gram,10,3121,2840
2023-06-12T00:00:00Z,gold_bar,gram,20,6228,5730
2023-06-12T00:00:00Z,gold_bar,gram,50,15499,14336
2023-06-12T00:00:00Z,gold_bar,gram,100,30854,28694
2023-06-12T00:00:00Z,gold_bar,gram,250,76883,72270
2023-06-12T00:00:00Z,gold_bar,gram,1000,307532,289080
2023-06-12T00:00:00Z,gold_wafer_24k,dinar,1,1327,1207
2023-06-12T00:00:00Z,gold_wafer_24k,dinar,5,6633,6102
2023-06-12T00:00:00Z,gold_wafer_24k,dinar,10,13266,12271
2023-06-12T00:00:00Z,small_bar,gram,0.5,205,0
2023-06-12T00:00:00Z,small_bar,gram,1,380,0
2023-06-12T00:00:00Z,small_bar,gram,1,405,0
2023-06-12T00:00:00Z,small_bar,gram,1,790,0
2023-06-12T00:00:00Z,bungamas,gram,10,3121,2840
2023-06-12T00:00:00Z,bungamas,gram,20,6228,5730
2023-06-12T00:00:00Z,bungamas,gram,50,15499,14336
2023-06-12T00:00:00Z,bungamas,gram,100,30854,28694
2023-06-12T00:00:00Z,flexibar,gram,NA,NA,50
2023-06-12T00:00:00Z,gold_wafer_22k,dinar,NA,NA,1
2023-06-12T00:00:00Z,gold_jewel,gram,NA,0,NA
