date,product,unit,weight_dinar,pg_sell,pg_buy
NA,gap,gram,1,623,0
NA,gap,gram,NA,NA,0
NA,gold_bar,gram,31008,28682,100
NA,gold_bar,gram,61726,57405,250
NA,gold_bar,gram,153810,144581,1000
NA,gold_bar,gram,615239,578325,NA
NA,gold_bar,gram,NA,NA,1
NA,gold_bar,gram,2654,2415,5
NA,gold_wafer_24k,dinar,NA,NA,5
NA,gold_wafer_24k,dinar,3128,2847,10
NA,gold_wafer_24k,dinar,6256,5693,20
NA,small_bar,gram,10,26541,0
NA,small_bar,gram,24550,999,0
NA,small_bar,dinar,0.25,566,0
NA,small_bar,dinar,0.5,592,0
NA,small_bar,gram,515,NA,0
NA,gold_wafer_22k,dinar,1,675,1
NA,jewellary_24k,gram,NA,100,NA
