date,product,unit,weight_dinar,pg_sell,pg_buy
2021-12-18T00:00:00Z,gap,gram,0.3759,100,0
2021-12-18T00:00:00Z,gap,gram,1,266,0
2021-12-18T00:00:00Z,gold_bar,gram,10,2648,2410
2021-12-18T00:00:00Z,gold_bar,gram,20,5284,4862
2021-12-18T00:00:00Z,gold_bar,gram,50,13150,12163
2021-12-18T00:00:00Z,gold_bar,gram,100,26177,24345
2021-12-18T00:00:00Z,gold_bar,gram,250,65230,61316
2021-12-18T00:00:00Z,gold_bar,gram,1000,260919,245264
2021-12-18T00:00:00Z,gold_wafer_24k,dinar,1,1126,1024
2021-12-18T00:00:00Z,gold_wafer_24k,dinar,5,5628,5177
2021-12-18T00:00:00Z,gold_wafer_24k,dinar,10,11255,10411
2021-12-18T00:00:00Z,small_bar,gram,0.5,180,0
2021-12-18T00:00:00Z,small_bar,gram,1,350,0
2021-12-18T00:00:00Z,small_bar,gram,1,725,0
2021-12-18T00:00:00Z,small_bar,gram,5,1650,0
2021-12-18T00:00:00Z,bungamas,gram,10,2648,2410
2021-12-18T00:00:00Z,bungamas,gram,20,5284,4862
2021-12-18T00:00:00Z,bungamas,gram,50,13150,12163
2021-12-18T00:00:00Z,bungamas,gram,100,26177,24345
2021-12-18T00:00:00Z,flexibar,gram,50,13729,12356
2021-12-18T00:00:00Z,gold_wafer_22k,dinar,1,1015,914
2021-12-18T00:00:00Z,gold_jewel,gram,1,0,210
