date,product,unit,weight_dinar,pg_sell,pg_buy
2025-03-27T00:00:00Z,gap,gram,NA,NA,0
2025-03-27T00:00:00Z,gap,gram,NA,1,0
2025-03-27T00:00:00Z,gold_bar,gram,10,4701,4278
2025-03-27T00:00:00Z,gold_bar,gram,20,9380,8630
2025-03-27T00:00:00Z,gold_bar,gram,50,23342,21591
2025-03-27T00:00:00Z,gold_bar,gram,100,46467,43214
2025-03-27T00:00:00Z,gold_bar,gram,250,115788,108841
2025-03-27T00:00:00Z,gold_bar,gram,1000,463153,435364
2025-03-27T00:00:00Z,gold_wafer_24k,dinar,1,1998,1818
2025-03-27T00:00:00Z,gold_wafer_24k,dinar,5,9989,9190
2025-03-27T00:00:00Z,gold_wafer_24k,dinar,10,19979,18480
2025-03-27T00:00:00Z,small_bar,gram,384,NA,0
2025-03-27T00:00:00Z,small_bar,gram,NA,NA,0
2025-03-27T00:00:00Z,small_bar,gram,1,1802,0
2025-03-27T00:00:00Z,small_bar,gram,1622,NA,0
2025-03-27T00:00:00Z,bungamas,gram,275,1,520
2025-03-27T00:00:00Z,bungamas,gram,1,555,1
2025-03-27T00:00:00Z,bungamas,gram,1085,5,2450
2025-03-27T00:00:00Z,bungamas,gram,NA,NA,999
2025-03-27T00:00:00Z,flexibar,gram,467,424,NA
2025-03-27T00:00:00Z,gold_wafer_22k,dinar,NA,100,NA
2025-03-27T00:00:00Z,gold_jewel,gram,100,0,NA
