date,product,unit,weight_dinar,pg_sell,pg_buy
2024-04-10T00:00:00Z,gap,gram,NA,NA,0
2024-04-10T00:00:00Z,gap,gram,NA,1,0
2024-04-10T00:00:00Z,gold_bar,gram,10,3851,3504
2024-04-10T00:00:00Z,gold_bar,gram,20,7684,7069
2024-04-10T00:00:00Z,gold_bar,gram,50,19121,17687
2024-04-10T00:00:00Z,gold_bar,gram,100,38064,35399
2024-04-10T00:00:00Z,gold_bar,gram,250,94849,89158
2024-04-10T00:00:00Z,gold_bar,gram,1000,379395,356631
2024-04-10T00:00:00Z,gold_wafer_24k,dinar,1,1637,1489
2024-04-10T00:00:00Z,gold_wafer_24k,dinar,5,8183,7528
2024-04-10T00:00:00Z,gold_wafer_24k,dinar,10,16366,15138
2024-04-10T00:00:00Z,small_bar,gram,17967,NA,0
2024-04-10T00:00:00Z,small_bar,gram,NA,999,0
2024-04-10T00:00:00Z,small_bar,gram,349,916,0
2024-04-10T00:00:00Z,small_bar,gram,319,NA,0
2024-04-10T00:00:00Z,bungamas,gram,235,1,440
2024-04-10T00:00:00Z,bungamas,gram,1,470,1
2024-04-10T00:00:00Z,bungamas,gram,915,5,2050
2024-04-10T00:00:00Z,bungamas,gram,NA,NA,NA
2024-04-10T00:00:00Z,flexibar,gram,1476,1329,NA
2024-04-10T00:00:00Z,gold_wafer_22k,dinar,NA,100,NA
2024-04-10T00:00:00Z,gold_jewel,gram,100,0,NA
