date,product,unit,weight_dinar,pg_sell,pg_buy
NA,gap,gram,1,553,0
NA,gap,gram,NA,NA,0
NA,gold_bar,gram,54757,50924,250
NA,gold_bar,gram,136445,128258,1000
NA,gold_bar,gram,545780,513033,NA
NA,gold_bar,gram,NA,NA,1
NA,gold_bar,gram,2354,2142,5
NA,gold_bar,gram,11771,10830,10
NA,gold_wafer_24k,dinar,NA,NA,10
NA,gold_wafer_24k,dinar,5539,5041,20
NA,gold_wafer_24k,dinar,11053,10169,50
NA,small_bar,gram,999,553,0
NA,small_bar,gram,503,916,0
NA,small_bar,dinar,0.25,457,0
NA,small_bar,dinar,0.5,NA,0
NA,small_bar,gram,999,493,0
NA,gold_wafer_22k,dinar,645,1,1265
NA,jewellary_24k,gram,100,100,692
