date,product,unit,weight_dinar,pg_sell,pg_buy
2024-11-18T00:00:00Z,gap,gram,NA,NA,0
2024-11-18T00:00:00Z,gap,gram,NA,1,0
2024-11-18T00:00:00Z,gold_bar,gram,10,4062,3696
2024-11-18T00:00:00Z,gold_bar,gram,20,8104,7456
2024-11-18T00:00:00Z,gold_bar,gram,50,20168,18655
2024-11-18T00:00:00Z,gold_bar,gram,100,40148,37338
2024-11-18T00:00:00Z,gold_bar,gram,250,100043,94040
2024-11-18T00:00:00Z,gold_bar,gram,1000,400171,376161
2024-11-18T00:00:00Z,gold_wafer_24k,dinar,1,1726,1571
2024-11-18T00:00:00Z,gold_wafer_24k,dinar,5,8631,7940
2024-11-18T00:00:00Z,gold_wafer_24k,dinar,10,17262,15967
2024-11-18T00:00:00Z,small_bar,gram,330,NA,0
2024-11-18T00:00:00Z,small_bar,gram,NA,NA,0
2024-11-18T00:00:00Z,small_bar,gram,1,1557,0
2024-11-18T00:00:00Z,small_bar,gram,1401,NA,0
2024-11-18T00:00:00Z,bungamas,gram,240,1,450
2024-11-18T00:00:00Z,bungamas,gram,1,480,1
2024-11-18T00:00:00Z,bungamas,gram,935,5,2100
2024-11-18T00:00:00Z,bungamas,gram,NA,NA,999
2024-11-18T00:00:00Z,flexibar,gram,400,364,NA
2024-11-18T00:00:00Z,gold_wafer_22k,dinar,NA,100,NA
2024-11-18T00:00:00Z,gold_jewel,gram,100,0,NA
