date,product,unit,weight_dinar,pg_sell,pg_buy
2024-11-04T00:00:00Z,gap,gram,NA,NA,0
2024-11-04T00:00:00Z,gap,gram,NA,1,0
2024-11-04T00:00:00Z,gold_bar,gram,10,4177,3801
2024-11-04T00:00:00Z,gold_bar,gram,20,8334,7668
2024-11-04T00:00:00Z,gold_bar,gram,50,20740,19184
2024-11-04T00:00:00Z,gold_bar,gram,100,41287,38397
2024-11-04T00:00:00Z,gold_bar,gram,250,102881,96708
2024-11-04T00:00:00Z,gold_bar,gram,1000,411522,386831
2024-11-04T00:00:00Z,gold_wafer_24k,dinar,1,1775,1615
2024-11-04T00:00:00Z,gold_wafer_24k,dinar,5,8876,8166
2024-11-04T00:00:00Z,gold_wafer_24k,dinar,10,17751,16420
2024-11-04T00:00:00Z,small_bar,gram,344,NA,0
2024-11-04T00:00:00Z,small_bar,gram,NA,NA,0
2024-11-04T00:00:00Z,small_bar,gram,1,1601,0
2024-11-04T00:00:00Z,small_bar,gram,1441,NA,0
2024-11-04T00:00:00Z,bungamas,gram,250,1,470
2024-11-04T00:00:00Z,bungamas,gram,1,500,1
2024-11-04T00:00:00Z,bungamas,gram,980,5,2200
2024-11-04T00:00:00Z,bungamas,gram,NA,NA,999
2024-11-04T00:00:00Z,flexibar,gram,418,380,NA
2024-11-04T00:00:00Z,gold_wafer_22k,dinar,100,560,NA
2024-11-04T00:00:00Z,gold_jewel,gram,100,0,569
