date,product,unit,weight_dinar,pg_sell,pg_buy
2026-07-21T00:00:00Z,gap,gram,1,579,0
2026-07-21T00:00:00Z,gap,gram,NA,NA,0
2026-07-21T00:00:00Z,gold_bar,gram,28854,26690,100
2026-07-21T00:00:00Z,gold_bar,gram,57441,53420,250
2026-07-21T00:00:00Z,gold_bar,gram,143133,134545,1000
2026-07-21T00:00:00Z,gold_bar,gram,572531,538179,NA
2026-07-21T00:00:00Z,gold_bar,gram,NA,NA,1
2026-07-21T00:00:00Z,gold_bar,gram,2470,2247,5
2026-07-21T00:00:00Z,gold_wafer_24k,dinar,NA,NA,5
2026-07-21T00:00:00Z,gold_wafer_24k,dinar,2911,2649,10
2026-07-21T00:00:00Z,gold_wafer_24k,dinar,5822,5298,20
2026-07-21T00:00:00Z,small_bar,gram,10,24697,0
2026-07-21T00:00:00Z,small_bar,gram,22845,999,0
2026-07-21T00:00:00Z,small_bar,dinar,0.25,526,0
2026-07-21T00:00:00Z,small_bar,dinar,0.5,551,0
2026-07-21T00:00:00Z,small_bar,gram,479,NA,0
2026-07-21T00:00:00Z,gold_wafer_22k,dinar,1,630,1
2026-07-21T00:00:00Z,jewellary_24k,gram,NA,100,NA
