date,product,unit,weight_dinar,pg_sell,pg_buy
2024-06-13T00:00:00Z,gap,gram,NA,NA,0
2024-06-13T00:00:00Z,gap,gram,NA,1,0
2024-06-13T00:00:00Z,gold_bar,gram,10,3810,3467
2024-06-13T00:00:00Z,gold_bar,gram,20,7603,6994
2024-06-13T00:00:00Z,gold_bar,gram,50,18919,17500
2024-06-13T00:00:00Z,gold_bar,gram,100,37662,35026
2024-06-13T00:00:00Z,gold_bar,gram,250,93848,88217
2024-06-13T00:00:00Z,gold_bar,gram,1000,375390,352867
2024-06-13T00:00:00Z,gold_wafer_24k,dinar,1,1619,1474
2024-06-13T00:00:00Z,gold_wafer_24k,dinar,5,8096,7449
2024-06-13T00:00:00Z,gold_wafer_24k,dinar,10,16193,14978
2024-06-13T00:00:00Z,small_bar,gram,312,NA,0
2024-06-13T00:00:00Z,small_bar,gram,NA,NA,0
2024-06-13T00:00:00Z,small_bar,gram,1,1461,0
2024-06-13T00:00:00Z,small_bar,gram,1315,NA,0
2024-06-13T00:00:00Z,bungamas,gram,235,1,435
2024-06-13T00:00:00Z,bungamas,gram,1,465,1
2024-06-13T00:00:00Z,bungamas,gram,905,5,2025
2024-06-13T00:00:00Z,bungamas,gram,NA,NA,999
2024-06-13T00:00:00Z,flexibar,gram,385,346,NA
2024-06-13T00:00:00Z,gold_wafer_22k,dinar,NA,100,100
2024-06-13T00:00:00Z,gold_jewel,gram,NA,0,NA
