date,product,unit,weight_dinar,pg_sell,pg_buy
2023-05-27T00:00:00Z,gap,gram,NA,NA,0
2023-05-27T00:00:00Z,gap,gram,NA,1,0
2023-05-27T00:00:00Z,gold_bar,gram,10,3090,2812
2023-05-27T00:00:00Z,gold_bar,gram,20,6166,5673
2023-05-27T00:00:00Z,gold_bar,gram,50,15344,14194
2023-05-27T00:00:00Z,gold_bar,gram,100,30546,28408
2023-05-27T00:00:00Z,gold_bar,gram,250,76117,71550
2023-05-27T00:00:00Z,gold_bar,gram,1000,304466,286198
2023-05-27T00:00:00Z,gold_wafer_24k,dinar,1,1313,1195
2023-05-27T00:00:00Z,gold_wafer_24k,dinar,5,6567,6041
2023-05-27T00:00:00Z,gold_wafer_24k,dinar,10,13133,12148
2023-05-27T00:00:00Z,small_bar,gram,0.5,205,0
2023-05-27T00:00:00Z,small_bar,gram,1,380,0
2023-05-27T00:00:00Z,small_bar,gram,1,405,0
2023-05-27T00:00:00Z,small_bar,gram,1,790,0
2023-05-27T00:00:00Z,bungamas,gram,10,3090,2812
2023-05-27T00:00:00Z,bungamas,gram,20,6166,5673
2023-05-27T00:00:00Z,bungamas,gram,50,15344,14194
2023-05-27T00:00:00Z,bungamas,gram,100,30546,28408
2023-05-27T00:00:00Z,flexibar,gram,NA,NA,50
2023-05-27T00:00:00Z,gold_wafer_22k,dinar,NA,NA,1
2023-05-27T00:00:00Z,gold_jewel,gram,NA,0,NA
