date,product,unit,weight_dinar,pg_sell,pg_buy
2023-05-13T00:00:00Z,gap,gram,NA,NA,0
2023-05-13T00:00:00Z,gap,gram,NA,1,0
2023-05-13T00:00:00Z,gold_bar,gram,10,3108,2828
2023-05-13T00:00:00Z,gold_bar,gram,20,6201,5705
2023-05-13T00:00:00Z,gold_bar,gram,50,15431,14273
2023-05-13T00:00:00Z,gold_bar,gram,100,30718,28568
2023-05-13T00:00:00Z,gold_bar,gram,250,76545,71952
2023-05-13T00:00:00Z,gold_bar,gram,1000,306180,287809
2023-05-13T00:00:00Z,gold_wafer_24k,dinar,1,1321,1202
2023-05-13T00:00:00Z,gold_wafer_24k,dinar,5,6604,6075
2023-05-13T00:00:00Z,gold_wafer_24k,dinar,10,13207,12217
2023-05-13T00:00:00Z,small_bar,gram,0.5,205,0
2023-05-13T00:00:00Z,small_bar,gram,1,380,0
2023-05-13T00:00:00Z,small_bar,gram,1,405,0
2023-05-13T00:00:00Z,small_bar,gram,1,790,0
2023-05-13T00:00:00Z,bungamas,gram,10,3108,2828
2023-05-13T00:00:00Z,bungamas,gram,20,6201,5705
2023-05-13T00:00:00Z,bungamas,gram,50,15431,14273
2023-05-13T00:00:00Z,bungamas,gram,100,30718,28568
2023-05-13T00:00:00Z,flexibar,gram,NA,NA,50
2023-05-13T00:00:00Z,gold_wafer_22k,dinar,NA,NA,1
2023-05-13T00:00:00Z,gold_jewel,gram,NA,0,NA
