date,product,unit,weight_dinar,pg_sell,pg_buy
NA,gap,gram,NA,NA,0
NA,gap,gram,NA,1,0
NA,gold_bar,gram,10,3865,3518
NA,gold_bar,gram,20,7713,7096
NA,gold_bar,gram,50,19193,17754
NA,gold_bar,gram,100,38209,35534
NA,gold_bar,gram,250,95210,89498
NA,gold_bar,gram,1000,380842,357991
NA,gold_wafer_24k,dinar,1,1643,1495
NA,gold_wafer_24k,dinar,5,8214,7557
NA,gold_wafer_24k,dinar,10,16428,15196
NA,small_bar,gram,317,NA,0
NA,small_bar,gram,NA,NA,0
NA,small_bar,gram,1,1482,0
NA,small_bar,gram,1334,NA,0
NA,bungamas,gram,235,1,440
NA,bungamas,gram,1,470,1
NA,bungamas,gram,915,5,2050
NA,bungamas,gram,NA,NA,999
NA,flexibar,gram,386,351,NA
NA,gold_wafer_22k,dinar,NA,100,NA
NA,gold_jewel,gram,100,0,NA
