date,product,unit,weight_dinar,pg_sell,pg_buy
2021-11-25T00:00:00Z,gap,gram,0.3831,100,0
2021-11-25T00:00:00Z,gap,gram,1,261,0
2021-11-25T00:00:00Z,gold_bar,gram,10,2618,2382
2021-11-25T00:00:00Z,gold_bar,gram,20,5223,4806
2021-11-25T00:00:00Z,gold_bar,gram,50,12998,12023
2021-11-25T00:00:00Z,gold_bar,gram,100,25876,24064
2021-11-25T00:00:00Z,gold_bar,gram,250,64478,60609
2021-11-25T00:00:00Z,gold_bar,gram,1000,257912,242437
2021-11-25T00:00:00Z,gold_wafer_24k,dinar,1,1113,1012
2021-11-25T00:00:00Z,gold_wafer_24k,dinar,5,5563,5118
2021-11-25T00:00:00Z,gold_wafer_24k,dinar,10,11125,10291
2021-11-25T00:00:00Z,small_bar,gram,0.5,180,0
2021-11-25T00:00:00Z,small_bar,gram,1,350,0
2021-11-25T00:00:00Z,small_bar,gram,1,725,0
2021-11-25T00:00:00Z,small_bar,gram,5,1650,0
2021-11-25T00:00:00Z,bungamas,gram,10,2618,2382
2021-11-25T00:00:00Z,bungamas,gram,20,5223,4806
2021-11-25T00:00:00Z,bungamas,gram,50,12998,12023
2021-11-25T00:00:00Z,bungamas,gram,100,25876,24064
2021-11-25T00:00:00Z,flexibar,gram,50,13571,12214
2021-11-25T00:00:00Z,gold_wafer_22k,dinar,1,1004,903
2021-11-25T00:00:00Z,gold_jewel,gram,1,0,208
