date,product,unit,weight_dinar,pg_sell,pg_buy
2023-12-22T00:00:00Z,gap,gram,NA,NA,0
2023-12-22T00:00:00Z,gap,gram,NA,1,0
2023-12-22T00:00:00Z,gold_bar,gram,10,3324,3025
2023-12-22T00:00:00Z,gold_bar,gram,20,6632,6102
2023-12-22T00:00:00Z,gold_bar,gram,50,16504,15266
2023-12-22T00:00:00Z,gold_bar,gram,100,32855,30556
2023-12-22T00:00:00Z,gold_bar,gram,250,81871,76958
2023-12-22T00:00:00Z,gold_bar,gram,1000,327482,307833
2023-12-22T00:00:00Z,gold_wafer_24k,dinar,1,1413,1285
2023-12-22T00:00:00Z,gold_wafer_24k,dinar,5,7063,6498
2023-12-22T00:00:00Z,gold_wafer_24k,dinar,10,14126,13067
2023-12-22T00:00:00Z,small_bar,gram,15509,NA,0
2023-12-22T00:00:00Z,small_bar,gram,NA,999,0
2023-12-22T00:00:00Z,small_bar,gram,295,916,0
2023-12-22T00:00:00Z,small_bar,gram,270,NA,0
2023-12-22T00:00:00Z,bungamas,gram,205,1,380
2023-12-22T00:00:00Z,bungamas,gram,1,405,1
2023-12-22T00:00:00Z,bungamas,gram,790,5,1750
2023-12-22T00:00:00Z,bungamas,gram,NA,NA,NA
2023-12-22T00:00:00Z,flexibar,gram,1274,1147,NA
2023-12-22T00:00:00Z,gold_wafer_22k,dinar,NA,100,NA
2023-12-22T00:00:00Z,gold_jewel,gram,100,0,NA
