date,product,unit,weight_dinar,pg_sell,pg_buy
2023-06-07T00:00:00Z,gap,gram,NA,NA,0
2023-06-07T00:00:00Z,gap,gram,NA,1,0
2023-06-07T00:00:00Z,gold_bar,gram,10,3111,2831
2023-06-07T00:00:00Z,gold_bar,gram,20,6207,5711
2023-06-07T00:00:00Z,gold_bar,gram,50,15447,14288
2023-06-07T00:00:00Z,gold_bar,gram,100,30750,28598
2023-06-07T00:00:00Z,gold_bar,gram,250,76625,72027
2023-06-07T00:00:00Z,gold_bar,gram,1000,306499,288109
2023-06-07T00:00:00Z,gold_wafer_24k,dinar,1,1322,1203
2023-06-07T00:00:00Z,gold_wafer_24k,dinar,5,6611,6082
2023-06-07T00:00:00Z,gold_wafer_24k,dinar,10,13221,12230
2023-06-07T00:00:00Z,small_bar,gram,0.5,205,0
2023-06-07T00:00:00Z,small_bar,gram,1,380,0
2023-06-07T00:00:00Z,small_bar,gram,1,405,0
2023-06-07T00:00:00Z,small_bar,gram,1,790,0
2023-06-07T00:00:00Z,bungamas,gram,10,3111,2831
2023-06-07T00:00:00Z,bungamas,gram,20,6207,5711
2023-06-07T00:00:00Z,bungamas,gram,50,15447,14288
2023-06-07T00:00:00Z,bungamas,gram,100,30750,28598
2023-06-07T00:00:00Z,flexibar,gram,NA,NA,50
2023-06-07T00:00:00Z,gold_wafer_22k,dinar,NA,NA,1
2023-06-07T00:00:00Z,gold_jewel,gram,NA,0,NA
