date,product,unit,weight_dinar,pg_sell,pg_buy
NA,gap,gram,0.3788,100,0
NA,gap,gram,1,264,0
NA,gold_bar,gram,10,2658,2418
NA,gold_bar,gram,20,5303,4879
NA,gold_bar,gram,50,13196,12206
NA,gold_bar,gram,100,26269,24430
NA,gold_bar,gram,250,65458,61531
NA,gold_bar,gram,1000,261834,246124
NA,gold_wafer_24k,dinar,1,1129,1028
NA,gold_wafer_24k,dinar,5,5647,5195
NA,gold_wafer_24k,dinar,10,11294,10447
NA,small_bar,gram,0.5,180,0
NA,small_bar,gram,1,350,0
NA,small_bar,gram,1,725,0
NA,small_bar,gram,5,1650,0
NA,bungamas,gram,10,2658,2418
NA,bungamas,gram,20,5303,4879
NA,bungamas,gram,50,13196,12206
NA,bungamas,gram,100,26269,24430
NA,flexibar,gram,50,13777,12400
NA,gold_wafer_22k,dinar,1,1019,917
NA,gold_jewel,gram,1,0,211
