date,product,unit,weight_dinar,pg_sell,pg_buy
NA,gap,gram,1,623,0
NA,gap,gram,NA,NA,0
NA,gold_bar,gram,30863,28548,100
NA,gold_bar,gram,61438,57137,250
NA,gold_bar,gram,153091,143905,1000
NA,gold_bar,gram,612362,575621,NA
NA,gold_bar,gram,NA,NA,1
NA,gold_bar,gram,2642,2404,5
NA,gold_wafer_24k,dinar,NA,NA,5
NA,gold_wafer_24k,dinar,3114,2833,10
NA,gold_wafer_24k,dinar,6227,5667,20
NA,small_bar,gram,10,26417,0
NA,small_bar,gram,24436,999,0
NA,small_bar,dinar,0.25,566,0
NA,small_bar,dinar,0.5,592,0
NA,small_bar,gram,515,NA,0
NA,gold_wafer_22k,dinar,1,675,1
NA,jewellary_24k,gram,NA,100,NA
