date,product,unit,weight_dinar,pg_sell,pg_buy
2022-01-13T00:00:00Z,gap,gram,0.3717,100,0
2022-01-13T00:00:00Z,gap,gram,1,269,0
2022-01-13T00:00:00Z,gold_bar,gram,10,2682,2441
2022-01-13T00:00:00Z,gold_bar,gram,20,5352,4924
2022-01-13T00:00:00Z,gold_bar,gram,50,13318,12319
2022-01-13T00:00:00Z,gold_bar,gram,100,26512,24656
2022-01-13T00:00:00Z,gold_bar,gram,250,66064,62100
2022-01-13T00:00:00Z,gold_bar,gram,1000,264254,248399
2022-01-13T00:00:00Z,gold_wafer_24k,dinar,1,1140,1037
2022-01-13T00:00:00Z,gold_wafer_24k,dinar,5,5699,5243
2022-01-13T00:00:00Z,gold_wafer_24k,dinar,10,11399,10544
2022-01-13T00:00:00Z,small_bar,gram,0.5,180,0
2022-01-13T00:00:00Z,small_bar,gram,1,350,0
2022-01-13T00:00:00Z,small_bar,gram,1,725,0
2022-01-13T00:00:00Z,small_bar,gram,5,1650,0
2022-01-13T00:00:00Z,bungamas,gram,10,2682,2441
2022-01-13T00:00:00Z,bungamas,gram,20,5352,4924
2022-01-13T00:00:00Z,bungamas,gram,50,13318,12319
2022-01-13T00:00:00Z,bungamas,gram,100,26512,24656
2022-01-13T00:00:00Z,flexibar,gram,50,13905,12514
2022-01-13T00:00:00Z,gold_wafer_22k,dinar,1,1028,925
2022-01-13T00:00:00Z,gold_jewel,gram,1,0,213
