date,product,unit,weight_dinar,pg_sell,pg_buy
2024-06-02T00:00:00Z,gap,gram,NA,NA,0
2024-06-02T00:00:00Z,gap,gram,NA,1,0
2024-06-02T00:00:00Z,gold_bar,gram,10,3825,3481
2024-06-02T00:00:00Z,gold_bar,gram,20,7632,7022
2024-06-02T00:00:00Z,gold_bar,gram,50,18992,17568
2024-06-02T00:00:00Z,gold_bar,gram,100,37808,35162
2024-06-02T00:00:00Z,gold_bar,gram,250,94212,88559
2024-06-02T00:00:00Z,gold_bar,gram,1000,376847,354236
2024-06-02T00:00:00Z,gold_wafer_24k,dinar,1,1626,1479
2024-06-02T00:00:00Z,gold_wafer_24k,dinar,5,8128,7478
2024-06-02T00:00:00Z,gold_wafer_24k,dinar,10,16256,15037
2024-06-02T00:00:00Z,small_bar,gram,313,NA,0
2024-06-02T00:00:00Z,small_bar,gram,NA,NA,0
2024-06-02T00:00:00Z,small_bar,gram,1,1466,0
2024-06-02T00:00:00Z,small_bar,gram,1320,NA,0
2024-06-02T00:00:00Z,bungamas,gram,235,1,435
2024-06-02T00:00:00Z,bungamas,gram,1,465,1
2024-06-02T00:00:00Z,bungamas,gram,905,5,2025
2024-06-02T00:00:00Z,bungamas,gram,NA,NA,999
2024-06-02T00:00:00Z,flexibar,gram,383,344,NA
2024-06-02T00:00:00Z,gold_wafer_22k,dinar,NA,100,NA
2024-06-02T00:00:00Z,gold_jewel,gram,100,0,NA
