date,product,unit,weight_dinar,pg_sell,pg_buy
2023-03-31T00:00:00Z,gap,gram,NA,NA,0
2023-03-31T00:00:00Z,gap,gram,NA,1,0
2023-03-31T00:00:00Z,gold_bar,gram,10,3013,2742
2023-03-31T00:00:00Z,gold_bar,gram,20,6012,5531
2023-03-31T00:00:00Z,gold_bar,gram,50,14960,13838
2023-03-31T00:00:00Z,gold_bar,gram,100,29782,27697
2023-03-31T00:00:00Z,gold_bar,gram,250,74212,69759
2023-03-31T00:00:00Z,gold_bar,gram,1000,296847,279036
2023-03-31T00:00:00Z,gold_wafer_24k,dinar,1,1280,1165
2023-03-31T00:00:00Z,gold_wafer_24k,dinar,5,6402,5890
2023-03-31T00:00:00Z,gold_wafer_24k,dinar,10,12805,11844
2023-03-31T00:00:00Z,small_bar,gram,0.5,180,0
2023-03-31T00:00:00Z,small_bar,gram,1,350,0
2023-03-31T00:00:00Z,small_bar,gram,1,365,0
2023-03-31T00:00:00Z,small_bar,gram,1,725,0
2023-03-31T00:00:00Z,bungamas,gram,10,3013,2742
2023-03-31T00:00:00Z,bungamas,gram,20,6012,5531
2023-03-31T00:00:00Z,bungamas,gram,50,14960,13838
2023-03-31T00:00:00Z,bungamas,gram,100,29782,27697
2023-03-31T00:00:00Z,flexibar,gram,NA,NA,50
2023-03-31T00:00:00Z,gold_wafer_22k,dinar,NA,NA,1
2023-03-31T00:00:00Z,gold_jewel,gram,NA,0,NA
