date,product,unit,weight_dinar,pg_sell,pg_buy
2025-06-27T00:00:00Z,gap,gram,NA,NA,0
2025-06-27T00:00:00Z,gap,gram,NA,1,0
2025-06-27T00:00:00Z,gold_bar,gram,10,4807,4375
2025-06-27T00:00:00Z,gold_bar,gram,20,9593,8825
2025-06-27T00:00:00Z,gold_bar,gram,50,23871,22080
2025-06-27T00:00:00Z,gold_bar,gram,100,47520,44193
2025-06-27T00:00:00Z,gold_bar,gram,250,118411,111307
2025-06-27T00:00:00Z,gold_bar,gram,1000,473645,445226
2025-06-27T00:00:00Z,gold_wafer_24k,dinar,1,2043,1859
2025-06-27T00:00:00Z,gold_wafer_24k,dinar,5,10216,9398
2025-06-27T00:00:00Z,gold_wafer_24k,dinar,10,20431,18899
2025-06-27T00:00:00Z,small_bar,gram,400,NA,0
2025-06-27T00:00:00Z,small_bar,gram,NA,NA,0
2025-06-27T00:00:00Z,small_bar,gram,1,1843,0
2025-06-27T00:00:00Z,small_bar,gram,1659,NA,0
2025-06-27T00:00:00Z,bungamas,gram,285,1,535
2025-06-27T00:00:00Z,bungamas,gram,1,570,1
2025-06-27T00:00:00Z,bungamas,gram,1120,5,2525
2025-06-27T00:00:00Z,bungamas,gram,NA,NA,999
2025-06-27T00:00:00Z,flexibar,gram,481,437,NA
2025-06-27T00:00:00Z,gold_wafer_22k,dinar,NA,100,NA
2025-06-27T00:00:00Z,gold_jewel,gram,100,0,NA
