date,product,unit,weight_dinar,pg_sell,pg_buy
2025-12-11T00:00:00Z,gap,gram,1,609,0
2025-12-11T00:00:00Z,gap,gram,NA,NA,0
2025-12-11T00:00:00Z,gold_bar,gram,30049,27795,100
2025-12-11T00:00:00Z,gold_bar,gram,59819,55632,250
2025-12-11T00:00:00Z,gold_bar,gram,149059,140116,1000
2025-12-11T00:00:00Z,gold_bar,gram,596237,560462,NA
2025-12-11T00:00:00Z,gold_bar,gram,NA,NA,1
2025-12-11T00:00:00Z,gold_bar,gram,2572,2340,5
2025-12-11T00:00:00Z,gold_wafer_24k,dinar,NA,NA,5
2025-12-11T00:00:00Z,gold_wafer_24k,dinar,3031,2759,10
2025-12-11T00:00:00Z,gold_wafer_24k,dinar,6063,5517,20
2025-12-11T00:00:00Z,small_bar,gram,10,25719,0
2025-12-11T00:00:00Z,small_bar,gram,23790,999,0
2025-12-11T00:00:00Z,small_bar,dinar,0.25,554,0
2025-12-11T00:00:00Z,small_bar,dinar,0.5,579,0
2025-12-11T00:00:00Z,small_bar,gram,503,NA,0
2025-12-11T00:00:00Z,gold_wafer_22k,dinar,1,660,1
2025-12-11T00:00:00Z,jewellary_24k,gram,NA,100,NA
