date,product,unit,weight_dinar,pg_sell,pg_buy
2024-06-18T00:00:00Z,gap,gram,NA,NA,0
2024-06-18T00:00:00Z,gap,gram,NA,1,0
2024-06-18T00:00:00Z,gold_bar,gram,10,3812,3469
2024-06-18T00:00:00Z,gold_bar,gram,20,7606,6997
2024-06-18T00:00:00Z,gold_bar,gram,50,18927,17507
2024-06-18T00:00:00Z,gold_bar,gram,100,37678,35041
2024-06-18T00:00:00Z,gold_bar,gram,250,93888,88255
2024-06-18T00:00:00Z,gold_bar,gram,1000,375552,353019
2024-06-18T00:00:00Z,gold_wafer_24k,dinar,1,1620,1474
2024-06-18T00:00:00Z,gold_wafer_24k,dinar,5,8100,7452
2024-06-18T00:00:00Z,gold_wafer_24k,dinar,10,16200,14985
2024-06-18T00:00:00Z,small_bar,gram,312,NA,0
2024-06-18T00:00:00Z,small_bar,gram,NA,NA,0
2024-06-18T00:00:00Z,small_bar,gram,1,1461,0
2024-06-18T00:00:00Z,small_bar,gram,1315,NA,0
2024-06-18T00:00:00Z,bungamas,gram,235,1,435
2024-06-18T00:00:00Z,bungamas,gram,1,465,1
2024-06-18T00:00:00Z,bungamas,gram,905,5,2025
2024-06-18T00:00:00Z,bungamas,gram,NA,NA,999
2024-06-18T00:00:00Z,flexibar,gram,381,342,NA
2024-06-18T00:00:00Z,gold_wafer_22k,dinar,NA,100,NA
2024-06-18T00:00:00Z,gold_jewel,gram,100,0,100
