date,product,unit,weight_dinar,pg_sell,pg_buy
2024-08-17T00:00:00Z,gap,gram,NA,NA,0
2024-08-17T00:00:00Z,gap,gram,NA,1,0
2024-08-17T00:00:00Z,gold_bar,gram,10,3886,3536
2024-08-17T00:00:00Z,gold_bar,gram,20,7754,7134
2024-08-17T00:00:00Z,gold_bar,gram,50,19295,17848
2024-08-17T00:00:00Z,gold_bar,gram,100,38412,35723
2024-08-17T00:00:00Z,gold_bar,gram,250,95716,89973
2024-08-17T00:00:00Z,gold_bar,gram,1000,382864,359893
2024-08-17T00:00:00Z,gold_wafer_24k,dinar,1,1652,1503
2024-08-17T00:00:00Z,gold_wafer_24k,dinar,5,8258,7597
2024-08-17T00:00:00Z,gold_wafer_24k,dinar,10,16515,15277
2024-08-17T00:00:00Z,small_bar,gram,318,NA,0
2024-08-17T00:00:00Z,small_bar,gram,NA,NA,0
2024-08-17T00:00:00Z,small_bar,gram,1,1490,0
2024-08-17T00:00:00Z,small_bar,gram,1341,NA,0
2024-08-17T00:00:00Z,bungamas,gram,235,1,440
2024-08-17T00:00:00Z,bungamas,gram,1,470,1
2024-08-17T00:00:00Z,bungamas,gram,915,5,2050
2024-08-17T00:00:00Z,bungamas,gram,NA,NA,999
2024-08-17T00:00:00Z,flexibar,gram,386,351,NA
2024-08-17T00:00:00Z,gold_wafer_22k,dinar,NA,100,NA
2024-08-17T00:00:00Z,gold_jewel,gram,100,0,NA
