date,product,unit,weight_dinar,pg_sell,pg_buy
2024-04-24T00:00:00Z,gap,gram,NA,NA,0
2024-04-24T00:00:00Z,gap,gram,NA,1,0
2024-04-24T00:00:00Z,gold_bar,gram,10,3870,3522
2024-04-24T00:00:00Z,gold_bar,gram,20,7722,7104
2024-04-24T00:00:00Z,gold_bar,gram,50,19216,17775
2024-04-24T00:00:00Z,gold_bar,gram,100,38255,35577
2024-04-24T00:00:00Z,gold_bar,gram,250,95324,89605
2024-04-24T00:00:00Z,gold_bar,gram,1000,381298,358420
2024-04-24T00:00:00Z,gold_wafer_24k,dinar,1,1645,1497
2024-04-24T00:00:00Z,gold_wafer_24k,dinar,5,8224,7566
2024-04-24T00:00:00Z,gold_wafer_24k,dinar,10,16448,15214
2024-04-24T00:00:00Z,small_bar,gram,316,NA,0
2024-04-24T00:00:00Z,small_bar,gram,NA,NA,0
2024-04-24T00:00:00Z,small_bar,gram,1,1484,0
2024-04-24T00:00:00Z,small_bar,gram,1335,NA,0
2024-04-24T00:00:00Z,bungamas,gram,235,1,440
2024-04-24T00:00:00Z,bungamas,gram,1,470,1
2024-04-24T00:00:00Z,bungamas,gram,915,5,2050
2024-04-24T00:00:00Z,bungamas,gram,NA,NA,999
2024-04-24T00:00:00Z,flexibar,gram,387,348,NA
2024-04-24T00:00:00Z,gold_wafer_22k,dinar,NA,100,NA
2024-04-24T00:00:00Z,gold_jewel,gram,100,0,NA
