date,product,unit,weight_dinar,pg_sell,pg_buy
2025-05-15T00:00:00Z,gap,gram,NA,NA,0
2025-05-15T00:00:00Z,gap,gram,NA,1,0
2025-05-15T00:00:00Z,gold_bar,gram,10,4775,4345
2025-05-15T00:00:00Z,gold_bar,gram,20,9529,8766
2025-05-15T00:00:00Z,gold_bar,gram,50,23711,21933
2025-05-15T00:00:00Z,gold_bar,gram,100,47203,43898
2025-05-15T00:00:00Z,gold_bar,gram,250,117621,110564
2025-05-15T00:00:00Z,gold_bar,gram,1000,470485,442256
2025-05-15T00:00:00Z,gold_wafer_24k,dinar,1,2029,1847
2025-05-15T00:00:00Z,gold_wafer_24k,dinar,5,10147,9336
2025-05-15T00:00:00Z,gold_wafer_24k,dinar,10,20295,18773
2025-05-15T00:00:00Z,small_bar,gram,386,NA,0
2025-05-15T00:00:00Z,small_bar,gram,NA,NA,0
2025-05-15T00:00:00Z,small_bar,gram,1,1831,0
2025-05-15T00:00:00Z,small_bar,gram,1648,NA,0
2025-05-15T00:00:00Z,bungamas,gram,275,1,520
2025-05-15T00:00:00Z,bungamas,gram,1,555,1
2025-05-15T00:00:00Z,bungamas,gram,1085,5,2450
2025-05-15T00:00:00Z,bungamas,gram,NA,NA,999
2025-05-15T00:00:00Z,flexibar,gram,469,426,NA
2025-05-15T00:00:00Z,gold_wafer_22k,dinar,NA,100,NA
2025-05-15T00:00:00Z,gold_jewel,gram,100,0,NA
