date,product,unit,weight_dinar,pg_sell,pg_buy
2024-01-03T00:00:00Z,gap,gram,NA,NA,0
2024-01-03T00:00:00Z,gap,gram,NA,1,0
2024-01-03T00:00:00Z,gold_bar,gram,10,3298,3001
2024-01-03T00:00:00Z,gold_bar,gram,20,6581,6054
2024-01-03T00:00:00Z,gold_bar,gram,50,16376,15148
2024-01-03T00:00:00Z,gold_bar,gram,100,32600,30318
2024-01-03T00:00:00Z,gold_bar,gram,250,81234,76360
2024-01-03T00:00:00Z,gold_bar,gram,1000,324936,305440
2024-01-03T00:00:00Z,gold_wafer_24k,dinar,1,1402,1276
2024-01-03T00:00:00Z,gold_wafer_24k,dinar,5,7008,6448
2024-01-03T00:00:00Z,gold_wafer_24k,dinar,10,14016,12965
2024-01-03T00:00:00Z,small_bar,gram,15388,NA,0
2024-01-03T00:00:00Z,small_bar,gram,NA,999,0
2024-01-03T00:00:00Z,small_bar,gram,297,916,0
2024-01-03T00:00:00Z,small_bar,gram,272,NA,0
2024-01-03T00:00:00Z,bungamas,gram,205,1,380
2024-01-03T00:00:00Z,bungamas,gram,1,405,1
2024-01-03T00:00:00Z,bungamas,gram,790,5,1750
2024-01-03T00:00:00Z,bungamas,gram,NA,NA,NA
2024-01-03T00:00:00Z,flexibar,gram,1264,1138,NA
2024-01-03T00:00:00Z,gold_wafer_22k,dinar,NA,100,NA
2024-01-03T00:00:00Z,gold_jewel,gram,100,0,NA
