date,product,unit,weight_dinar,pg_sell,pg_buy
NA,gap,gram,NA,NA,0
NA,gap,gram,NA,1,0
NA,gold_bar,gram,10,3813,3470
NA,gold_bar,gram,20,7609,7000
NA,gold_bar,gram,50,18934,17514
NA,gold_bar,gram,100,37692,35053
NA,gold_bar,gram,250,93922,88286
NA,gold_bar,gram,1000,375686,353145
NA,gold_wafer_24k,dinar,1,1621,1475
NA,gold_wafer_24k,dinar,5,8103,7455
NA,gold_wafer_24k,dinar,10,16206,14990
NA,small_bar,gram,316,NA,0
NA,small_bar,gram,NA,NA,0
NA,small_bar,gram,1,1462,0
NA,small_bar,gram,1316,NA,0
NA,bungamas,gram,235,1,440
NA,bungamas,gram,1,470,1
NA,bungamas,gram,915,5,2050
NA,bungamas,gram,NA,NA,999
NA,flexibar,gram,387,352,NA
NA,gold_wafer_22k,dinar,NA,100,NA
NA,gold_jewel,gram,100,0,NA
