date,product,unit,weight_dinar,pg_sell,pg_buy
2025-03-18T00:00:00Z,gap,gram,NA,NA,0
2025-03-18T00:00:00Z,gap,gram,NA,1,0
2025-03-18T00:00:00Z,gold_bar,gram,10,4704,4280
2025-03-18T00:00:00Z,gold_bar,gram,20,9386,8635
2025-03-18T00:00:00Z,gold_bar,gram,50,23356,21604
2025-03-18T00:00:00Z,gold_bar,gram,100,46495,43241
2025-03-18T00:00:00Z,gold_bar,gram,250,115859,108907
2025-03-18T00:00:00Z,gold_bar,gram,1000,463435,435629
2025-03-18T00:00:00Z,gold_wafer_24k,dinar,1,1999,1819
2025-03-18T00:00:00Z,gold_wafer_24k,dinar,5,9995,9196
2025-03-18T00:00:00Z,gold_wafer_24k,dinar,10,19991,18491
2025-03-18T00:00:00Z,small_bar,gram,382,NA,0
2025-03-18T00:00:00Z,small_bar,gram,NA,NA,0
2025-03-18T00:00:00Z,small_bar,gram,1,1803,0
2025-03-18T00:00:00Z,small_bar,gram,1623,NA,0
2025-03-18T00:00:00Z,bungamas,gram,275,1,520
2025-03-18T00:00:00Z,bungamas,gram,1,555,1
2025-03-18T00:00:00Z,bungamas,gram,1085,5,2450
2025-03-18T00:00:00Z,bungamas,gram,NA,NA,999
2025-03-18T00:00:00Z,flexibar,gram,466,424,NA
2025-03-18T00:00:00Z,gold_wafer_22k,dinar,NA,100,NA
2025-03-18T00:00:00Z,gold_jewel,gram,100,0,NA
