date,product,unit,weight_dinar,pg_sell,pg_buy
2024-10-03T00:00:00Z,gap,gram,NA,NA,0
2024-10-03T00:00:00Z,gap,gram,NA,1,0
2024-10-03T00:00:00Z,gold_bar,gram,10,3899,3549
2024-10-03T00:00:00Z,gold_bar,gram,20,7781,7159
2024-10-03T00:00:00Z,gold_bar,gram,50,19363,17910
2024-10-03T00:00:00Z,gold_bar,gram,100,38546,35847
2024-10-03T00:00:00Z,gold_bar,gram,250,96050,90287
2024-10-03T00:00:00Z,gold_bar,gram,1000,384199,361147
2024-10-03T00:00:00Z,gold_wafer_24k,dinar,1,1657,1508
2024-10-03T00:00:00Z,gold_wafer_24k,dinar,5,8286,7624
2024-10-03T00:00:00Z,gold_wafer_24k,dinar,10,16573,15330
2024-10-03T00:00:00Z,small_bar,gram,320,NA,0
2024-10-03T00:00:00Z,small_bar,gram,NA,NA,0
2024-10-03T00:00:00Z,small_bar,gram,1,1495,0
2024-10-03T00:00:00Z,small_bar,gram,1345,NA,0
2024-10-03T00:00:00Z,bungamas,gram,235,1,435
2024-10-03T00:00:00Z,bungamas,gram,1,465,1
2024-10-03T00:00:00Z,bungamas,gram,905,5,2025
2024-10-03T00:00:00Z,bungamas,gram,NA,NA,999
2024-10-03T00:00:00Z,flexibar,gram,385,350,NA
2024-10-03T00:00:00Z,gold_wafer_22k,dinar,NA,100,100
2024-10-03T00:00:00Z,gold_jewel,gram,NA,0,NA
