date,product,unit,weight_dinar,pg_sell,pg_buy
NA,gap,gram,1,603,0
NA,gap,gram,NA,NA,0
NA,gold_bar,gram,30013,27762,100
NA,gold_bar,gram,59746,55564,250
NA,gold_bar,gram,148876,139943,1000
NA,gold_bar,gram,595502,559772,NA
NA,gold_bar,gram,NA,NA,1
NA,gold_bar,gram,2569,2338,5
NA,gold_wafer_24k,dinar,NA,NA,5
NA,gold_wafer_24k,dinar,3028,2755,10
NA,gold_wafer_24k,dinar,6056,5511,20
NA,small_bar,gram,10,25689,0
NA,small_bar,gram,23763,999,0
NA,small_bar,dinar,0.25,548,0
NA,small_bar,dinar,0.5,573,0
NA,small_bar,gram,498,NA,0
NA,gold_wafer_22k,dinar,1,655,1
NA,jewellary_24k,gram,NA,100,NA
