date,product,unit,weight_dinar,pg_sell,pg_buy
2023-08-14T00:00:00Z,gap,gram,NA,NA,0
2023-08-14T00:00:00Z,gap,gram,NA,1,0
2023-08-14T00:00:00Z,gold_bar,gram,10,3070,2794
2023-08-14T00:00:00Z,gold_bar,gram,20,6126,5636
2023-08-14T00:00:00Z,gold_bar,gram,50,15244,14101
2023-08-14T00:00:00Z,gold_bar,gram,100,30347,28223
2023-08-14T00:00:00Z,gold_bar,gram,250,75620,71083
2023-08-14T00:00:00Z,gold_bar,gram,1000,302481,284332
2023-08-14T00:00:00Z,gold_wafer_24k,dinar,1,1305,1187
2023-08-14T00:00:00Z,gold_wafer_24k,dinar,5,6524,6002
2023-08-14T00:00:00Z,gold_wafer_24k,dinar,10,13048,12069
2023-08-14T00:00:00Z,small_bar,gram,14325,NA,0
2023-08-14T00:00:00Z,small_bar,gram,NA,999,0
2023-08-14T00:00:00Z,small_bar,gram,277,916,0
2023-08-14T00:00:00Z,small_bar,gram,254,NA,0
2023-08-14T00:00:00Z,bungamas,gram,205,1,380
2023-08-14T00:00:00Z,bungamas,gram,1,405,1
2023-08-14T00:00:00Z,bungamas,gram,790,5,1750
2023-08-14T00:00:00Z,bungamas,gram,NA,NA,NA
2023-08-14T00:00:00Z,flexibar,gram,1177,1059,NA
2023-08-14T00:00:00Z,gold_wafer_22k,dinar,100,410,NA
2023-08-14T00:00:00Z,gold_jewel,gram,100,0,414
