date,product,unit,weight_dinar,pg_sell,pg_buy
2023-01-31T00:00:00Z,gap,gram,0.35209999999999997,100,0
2023-01-31T00:00:00Z,gap,gram,1,284,0
2023-01-31T00:00:00Z,gold_bar,gram,10,2821,2567
2023-01-31T00:00:00Z,gold_bar,gram,20,5630,5179
2023-01-31T00:00:00Z,gold_bar,gram,50,14009,12958
2023-01-31T00:00:00Z,gold_bar,gram,100,27887,25935
2023-01-31T00:00:00Z,gold_bar,gram,250,69491,65322
2023-01-31T00:00:00Z,gold_bar,gram,1000,277965,261287
2023-01-31T00:00:00Z,gold_wafer_24k,dinar,1,1199,1091
2023-01-31T00:00:00Z,gold_wafer_24k,dinar,5,5995,5516
2023-01-31T00:00:00Z,gold_wafer_24k,dinar,10,11990,11091
2023-01-31T00:00:00Z,small_bar,gram,0.5,180,0
2023-01-31T00:00:00Z,small_bar,gram,1,350,0
2023-01-31T00:00:00Z,small_bar,gram,1,365,0
2023-01-31T00:00:00Z,small_bar,gram,1,725,0
2023-01-31T00:00:00Z,bungamas,gram,10,2821,2567
2023-01-31T00:00:00Z,bungamas,gram,20,5630,5179
2023-01-31T00:00:00Z,bungamas,gram,50,14009,12958
2023-01-31T00:00:00Z,bungamas,gram,100,27887,25935
2023-01-31T00:00:00Z,flexibar,gram,NA,NA,50
2023-01-31T00:00:00Z,gold_wafer_22k,dinar,NA,NA,1
2023-01-31T00:00:00Z,gold_jewel,gram,NA,0,NA
