date,product,unit,weight_dinar,pg_sell,pg_buy
2026-06-23T00:00:00Z,gap,gram,1,606,0
2026-06-23T00:00:00Z,gap,gram,NA,NA,0
2026-06-23T00:00:00Z,gold_bar,gram,30061,27806,100
2026-06-23T00:00:00Z,gold_bar,gram,59843,55654,250
2026-06-23T00:00:00Z,gold_bar,gram,149119,140172,1000
2026-06-23T00:00:00Z,gold_bar,gram,596477,560688,NA
2026-06-23T00:00:00Z,gold_bar,gram,NA,NA,1
2026-06-23T00:00:00Z,gold_bar,gram,2573,2341,5
2026-06-23T00:00:00Z,gold_wafer_24k,dinar,NA,NA,5
2026-06-23T00:00:00Z,gold_wafer_24k,dinar,3033,2760,10
2026-06-23T00:00:00Z,gold_wafer_24k,dinar,6065,5519,20
2026-06-23T00:00:00Z,small_bar,gram,10,25730,0
2026-06-23T00:00:00Z,small_bar,gram,23800,999,0
2026-06-23T00:00:00Z,small_bar,dinar,0.25,551,0
2026-06-23T00:00:00Z,small_bar,dinar,0.5,576,0
2026-06-23T00:00:00Z,small_bar,gram,501,NA,0
2026-06-23T00:00:00Z,gold_wafer_22k,dinar,1,660,1
2026-06-23T00:00:00Z,jewellary_24k,gram,NA,100,NA
