date,product,unit,weight_dinar,pg_sell,pg_buy
2025-04-19T00:00:00Z,gap,gram,NA,NA,0
2025-04-19T00:00:00Z,gap,gram,NA,1,0
2025-04-19T00:00:00Z,gold_bar,gram,10,5107,4648
2025-04-19T00:00:00Z,gold_bar,gram,20,10191,9376
2025-04-19T00:00:00Z,gold_bar,gram,50,25360,23458
2025-04-19T00:00:00Z,gold_bar,gram,100,50484,46951
2025-04-19T00:00:00Z,gold_bar,gram,250,125799,118251
2025-04-19T00:00:00Z,gold_bar,gram,1000,503197,473005
2025-04-19T00:00:00Z,gold_wafer_24k,dinar,1,2171,1975
2025-04-19T00:00:00Z,gold_wafer_24k,dinar,5,10853,9985
2025-04-19T00:00:00Z,gold_wafer_24k,dinar,10,21706,20078
2025-04-19T00:00:00Z,small_bar,gram,419,NA,0
2025-04-19T00:00:00Z,small_bar,gram,NA,NA,0
2025-04-19T00:00:00Z,small_bar,gram,1,1958,0
2025-04-19T00:00:00Z,small_bar,gram,1762,NA,0
2025-04-19T00:00:00Z,bungamas,gram,300,1,565
2025-04-19T00:00:00Z,bungamas,gram,1,605,1
2025-04-19T00:00:00Z,bungamas,gram,1180,5,2675
2025-04-19T00:00:00Z,bungamas,gram,NA,NA,999
2025-04-19T00:00:00Z,flexibar,gram,511,465,NA
2025-04-19T00:00:00Z,gold_wafer_22k,dinar,NA,100,100
2025-04-19T00:00:00Z,gold_jewel,gram,NA,0,NA
