date,product,unit,weight_dinar,pg_sell,pg_buy
2026-04-09T00:00:00Z,gap,gram,1,662,0
2026-04-09T00:00:00Z,gap,gram,NA,NA,0
2026-04-09T00:00:00Z,gold_bar,gram,32849,30385,100
2026-04-09T00:00:00Z,gold_bar,gram,65392,60815,250
2026-04-09T00:00:00Z,gold_bar,gram,162947,153171,1000
2026-04-09T00:00:00Z,gold_bar,gram,651790,612682,NA
2026-04-09T00:00:00Z,gold_bar,gram,NA,NA,1
2026-04-09T00:00:00Z,gold_bar,gram,2812,2559,5
2026-04-09T00:00:00Z,gold_wafer_24k,dinar,NA,NA,5
2026-04-09T00:00:00Z,gold_wafer_24k,dinar,3314,3016,10
2026-04-09T00:00:00Z,gold_wafer_24k,dinar,6628,6031,20
2026-04-09T00:00:00Z,small_bar,gram,10,28116,0
2026-04-09T00:00:00Z,small_bar,gram,26007,999,0
2026-04-09T00:00:00Z,small_bar,dinar,0.25,602,0
2026-04-09T00:00:00Z,small_bar,dinar,0.5,629,0
2026-04-09T00:00:00Z,small_bar,gram,547,NA,0
2026-04-09T00:00:00Z,gold_wafer_22k,dinar,1,715,1
2026-04-09T00:00:00Z,jewellary_24k,gram,NA,100,NA
