date,product,unit,weight_dinar,pg_sell,pg_buy
2024-10-24T00:00:00Z,gap,gram,NA,NA,0
2024-10-24T00:00:00Z,gap,gram,NA,1,0
2024-10-24T00:00:00Z,gold_bar,gram,10,4161,3786
2024-10-24T00:00:00Z,gold_bar,gram,20,8302,7638
2024-10-24T00:00:00Z,gold_bar,gram,50,20660,19110
2024-10-24T00:00:00Z,gold_bar,gram,100,41128,38249
2024-10-24T00:00:00Z,gold_bar,gram,250,102484,96335
2024-10-24T00:00:00Z,gold_bar,gram,1000,409938,385342
2024-10-24T00:00:00Z,gold_wafer_24k,dinar,1,1768,1609
2024-10-24T00:00:00Z,gold_wafer_24k,dinar,5,8842,8134
2024-10-24T00:00:00Z,gold_wafer_24k,dinar,10,17683,16357
2024-10-24T00:00:00Z,small_bar,gram,339,NA,0
2024-10-24T00:00:00Z,small_bar,gram,NA,NA,0
2024-10-24T00:00:00Z,small_bar,gram,1,1595,0
2024-10-24T00:00:00Z,small_bar,gram,1436,NA,0
2024-10-24T00:00:00Z,bungamas,gram,250,1,465
2024-10-24T00:00:00Z,bungamas,gram,1,495,1
2024-10-24T00:00:00Z,bungamas,gram,970,5,2175
2024-10-24T00:00:00Z,bungamas,gram,NA,NA,999
2024-10-24T00:00:00Z,flexibar,gram,413,375,NA
2024-10-24T00:00:00Z,gold_wafer_22k,dinar,NA,100,NA
2024-10-24T00:00:00Z,gold_jewel,gram,578,0,NA
