date,product,unit,weight_dinar,pg_sell,pg_buy
2025-01-24T00:00:00Z,gap,gram,NA,NA,0
2025-01-24T00:00:00Z,gap,gram,NA,1,0
2025-01-24T00:00:00Z,gold_bar,gram,10,4251,3868
2025-01-24T00:00:00Z,gold_bar,gram,20,8482,7803
2025-01-24T00:00:00Z,gold_bar,gram,50,21106,19523
2025-01-24T00:00:00Z,gold_bar,gram,100,42016,39075
2025-01-24T00:00:00Z,gold_bar,gram,250,104697,98415
2025-01-24T00:00:00Z,gold_bar,gram,1000,418787,393659
2025-01-24T00:00:00Z,gold_wafer_24k,dinar,1,1806,1644
2025-01-24T00:00:00Z,gold_wafer_24k,dinar,5,9032,8310
2025-01-24T00:00:00Z,gold_wafer_24k,dinar,10,18065,16710
2025-01-24T00:00:00Z,small_bar,gram,352,NA,0
2025-01-24T00:00:00Z,small_bar,gram,NA,NA,0
2025-01-24T00:00:00Z,small_bar,gram,1,1630,0
2025-01-24T00:00:00Z,small_bar,gram,1467,NA,0
2025-01-24T00:00:00Z,bungamas,gram,255,1,480
2025-01-24T00:00:00Z,bungamas,gram,1,510,1
2025-01-24T00:00:00Z,bungamas,gram,1000,5,2250
2025-01-24T00:00:00Z,bungamas,gram,NA,NA,999
2025-01-24T00:00:00Z,flexibar,gram,426,387,NA
2025-01-24T00:00:00Z,gold_wafer_22k,dinar,NA,100,NA
2025-01-24T00:00:00Z,gold_jewel,gram,100,0,NA
