date,product,unit,weight_dinar,pg_sell,pg_buy
2026-01-28T00:00:00Z,gap,gram,1,724,0
2026-01-28T00:00:00Z,gap,gram,NA,NA,0
2026-01-28T00:00:00Z,gold_bar,gram,35755,33073,100
2026-01-28T00:00:00Z,gold_bar,gram,71178,66196,250
2026-01-28T00:00:00Z,gold_bar,gram,177365,166723,1000
2026-01-28T00:00:00Z,gold_bar,gram,709461,666893,NA
2026-01-28T00:00:00Z,gold_bar,gram,NA,NA,1
2026-01-28T00:00:00Z,gold_bar,gram,3060,2785,5
2026-01-28T00:00:00Z,gold_wafer_24k,dinar,NA,NA,5
2026-01-28T00:00:00Z,gold_wafer_24k,dinar,3607,3282,10
2026-01-28T00:00:00Z,gold_wafer_24k,dinar,7214,6565,20
2026-01-28T00:00:00Z,small_bar,gram,10,30603,0
2026-01-28T00:00:00Z,small_bar,gram,28308,999,0
2026-01-28T00:00:00Z,small_bar,dinar,0.25,658,0
2026-01-28T00:00:00Z,small_bar,dinar,0.5,688,0
2026-01-28T00:00:00Z,small_bar,gram,598,NA,0
2026-01-28T00:00:00Z,gold_wafer_22k,dinar,1,775,1
2026-01-28T00:00:00Z,jewellary_24k,gram,NA,100,NA
