date,product,unit,weight_dinar,pg_sell,pg_buy
2024-10-31T00:00:00Z,gap,gram,NA,NA,0
2024-10-31T00:00:00Z,gap,gram,NA,1,0
2024-10-31T00:00:00Z,gold_bar,gram,10,4228,3847
2024-10-31T00:00:00Z,gold_bar,gram,20,8436,7761
2024-10-31T00:00:00Z,gold_bar,gram,50,20992,19418
2024-10-31T00:00:00Z,gold_bar,gram,100,41789,38864
2024-10-31T00:00:00Z,gold_bar,gram,250,104132,97884
2024-10-31T00:00:00Z,gold_bar,gram,1000,416529,391537
2024-10-31T00:00:00Z,gold_wafer_24k,dinar,1,1797,1635
2024-10-31T00:00:00Z,gold_wafer_24k,dinar,5,8984,8265
2024-10-31T00:00:00Z,gold_wafer_24k,dinar,10,17967,16620
2024-10-31T00:00:00Z,small_bar,gram,349,NA,0
2024-10-31T00:00:00Z,small_bar,gram,NA,NA,0
2024-10-31T00:00:00Z,small_bar,gram,1,1621,0
2024-10-31T00:00:00Z,small_bar,gram,1459,NA,0
2024-10-31T00:00:00Z,bungamas,gram,255,1,480
2024-10-31T00:00:00Z,bungamas,gram,1,510,1
2024-10-31T00:00:00Z,bungamas,gram,1000,5,2250
2024-10-31T00:00:00Z,bungamas,gram,NA,NA,999
2024-10-31T00:00:00Z,flexibar,gram,426,387,NA
2024-10-31T00:00:00Z,gold_wafer_22k,dinar,NA,100,100
2024-10-31T00:00:00Z,gold_jewel,gram,NA,0,NA
