date,product,unit,weight_dinar,pg_sell,pg_buy
2024-01-26T00:00:00Z,gap,gram,NA,NA,0
2024-01-26T00:00:00Z,gap,gram,NA,1,0
2024-01-26T00:00:00Z,gold_bar,gram,10,3336,3036
2024-01-26T00:00:00Z,gold_bar,gram,20,6657,6125
2024-01-26T00:00:00Z,gold_bar,gram,50,16566,15323
2024-01-26T00:00:00Z,gold_bar,gram,100,32978,30669
2024-01-26T00:00:00Z,gold_bar,gram,250,82176,77245
2024-01-26T00:00:00Z,gold_bar,gram,1000,328703,308981
2024-01-26T00:00:00Z,gold_wafer_24k,dinar,1,1418,1290
2024-01-26T00:00:00Z,gold_wafer_24k,dinar,5,7089,6522
2024-01-26T00:00:00Z,gold_wafer_24k,dinar,10,14179,13116
2024-01-26T00:00:00Z,small_bar,gram,15567,NA,0
2024-01-26T00:00:00Z,small_bar,gram,NA,999,0
2024-01-26T00:00:00Z,small_bar,gram,297,916,0
2024-01-26T00:00:00Z,small_bar,gram,272,NA,0
2024-01-26T00:00:00Z,bungamas,gram,205,1,380
2024-01-26T00:00:00Z,bungamas,gram,1,405,1
2024-01-26T00:00:00Z,bungamas,gram,790,5,1750
2024-01-26T00:00:00Z,bungamas,gram,NA,NA,NA
2024-01-26T00:00:00Z,flexibar,gram,1279,1151,NA
2024-01-26T00:00:00Z,gold_wafer_22k,dinar,NA,100,NA
2024-01-26T00:00:00Z,gold_jewel,gram,100,0,NA
