date,product,unit,weight_dinar,pg_sell,pg_buy
2025-08-07T00:00:00Z,gap,gram,1,499,0
2025-08-07T00:00:00Z,gap,gram,NA,NA,0
2025-08-07T00:00:00Z,gold_bar,gram,49459,45997,250
2025-08-07T00:00:00Z,gold_bar,gram,123245,115850,1000
2025-08-07T00:00:00Z,gold_bar,gram,492980,463402,NA
2025-08-07T00:00:00Z,gold_bar,gram,NA,NA,1
2025-08-07T00:00:00Z,gold_bar,gram,2127,1935,5
2025-08-07T00:00:00Z,gold_bar,gram,10633,9782,10
2025-08-07T00:00:00Z,gold_wafer_24k,dinar,NA,NA,10
2025-08-07T00:00:00Z,gold_wafer_24k,dinar,5004,4553,20
2025-08-07T00:00:00Z,gold_wafer_24k,dinar,9984,9185,50
2025-08-07T00:00:00Z,small_bar,gram,999,499,0
2025-08-07T00:00:00Z,small_bar,gram,454,916,0
2025-08-07T00:00:00Z,small_bar,dinar,0.25,413,0
2025-08-07T00:00:00Z,small_bar,dinar,0.5,NA,0
2025-08-07T00:00:00Z,small_bar,gram,999,444,0
2025-08-07T00:00:00Z,gold_wafer_22k,dinar,585,1,1150
2025-08-07T00:00:00Z,jewellary_24k,gram,NA,NA,1
